web_id,url,title,type,price,deposit,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,subdistrict,postalcode,last_update
96058160,https://www.idealista.com/en/inmueble/96058160/,"Penthouse for rent in calle de la Ribera de Curtidores, 29",Penthouse,1400,2,True,,54,,7th,,west,1,1,True,True,False,True,True,False,True,False,False,False,False,False,"Calle de la Ribera de Curtidores, 29, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28005,23 October
25793488,https://www.idealista.com/en/inmueble/25793488/,"Flat / apartment for rent in calle de Silva, 20 / 2A",Flat,1350,2,True,,45,40,2nd,,south,1,1,True,True,True,True,True,True,True,False,True,False,False,False,"Calle de Silva, 20 / 2A, Subdistrict Malasaña-Universidad, District Centro, Madrid, Madrid city, Madrid",Centro,Malasaña-Universidad,28004,5 November
99281952,https://www.idealista.com/en/inmueble/99281952/,"Flat / apartment for rent in calle de Monteleón, 20",Flat,1500,1,False,PLAZA INDEPENDENCIA REAL ESTATE,72,,ground,1900,,1,1,True,True,False,True,True,True,True,True,False,False,False,False,"Calle de Monteleón, 20, Subdistrict Malasaña-Universidad, District Centro, Madrid, Madrid city, Madrid",Centro,Malasaña-Universidad,28004,24 October
99285340,https://www.idealista.com/en/inmueble/99285340/,"Duplex for rent in calle de Barbieri, 4",Duplex,1650,,False,RE/MAX URBE,102,70,4th,2004,west,2,2,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Barbieri, 4, Subdistrict Chueca-Justicia, District Centro, Madrid, Madrid city, Madrid",Centro,Chueca-Justicia,28004,3 November
99285476,https://www.idealista.com/en/inmueble/99285476/,Flat / apartment for rent in calle de Tribulete,Flat,900,2,False,unhogar,45,39,1st,1929,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Tribulete, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28012,24 October
99252871,https://www.idealista.com/en/inmueble/99252871/,Flat / apartment for rent in calle del Divino Pastor,Flat,750,,False,Apimonteleón comprarcasa,32,28,3rd,1900,,2,1,True,True,False,True,True,True,False,False,False,False,False,False,"Calle del Divino Pastor, Subdistrict Malasaña-Universidad, District Centro, Madrid, Madrid city, Madrid",Centro,Malasaña-Universidad,,7 November
99287766,https://www.idealista.com/en/inmueble/99287766/,Flat / apartment for rent in calle del Mesón de Paredes,Flat,2500,,False,GestionINN Servicios Inmobiliarios,129,,2nd,1980,west,2,3,True,True,False,True,True,True,False,False,False,False,False,False,"Calle del Mesón de Paredes, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28012,3 November
99287837,https://www.idealista.com/en/inmueble/99287837/,Penthouse for rent in calle de Puñonrostro,Penthouse,2600,1,False,TERRA HOMES,116,,4th,1910,east,2,2,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Puñonrostro, Subdistrict Palacio, District Centro, Madrid, Madrid city, Madrid",Centro,Palacio,28005,26 October
99287847,https://www.idealista.com/en/inmueble/99287847/,Studio flat for rent in Palacio,Studio,1100,2,False,OPAU malaga,52,,ground,,,0,1,True,True,False,True,True,True,True,False,False,False,False,False,", Subdistrict Palacio, District Centro, Madrid, Madrid city, Madrid",Centro,Palacio,,24 October
99286395,https://www.idealista.com/en/inmueble/99286395/,"Flat / apartment for rent in calle de los Madrazo, 7",Flat,900,2,True,,43,40,3rd,,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de los Madrazo, 7, Subdistrict Huertas-Cortes, District Centro, Madrid, Madrid city, Madrid",Centro,Huertas-Cortes,28014,29 October
